"id","info_carrier","blattangabe","blattangabe_annotat","annotat_text","annotat_tei_xml","annotat_searchstring"
"AN_0001_000085","München, Bayerische Staatsbibliothek, Clm 3559","165r–168r","","","",""
"AN_0001_000086","München, Bayerische Staatsbibliothek, Clm 3559","168r–169v","","","",""
"AN_0001_000087","München, Bayerische Staatsbibliothek, Clm 3559","169v–171r","","","",""
"AN_0001_000088","München, Bayerische Staatsbibliothek, Clm 3559","171r–173v","","","",""
"AN_0001_000089","München, Bayerische Staatsbibliothek, Clm 3559","173v–184r","","","",""
"AN_0001_000090","München, Bayerische Staatsbibliothek, Clm 3559","184r–186r","","","",""
"AN_0001_000091","München, Bayerische Staatsbibliothek, Clm 3559","186r–188v","","","",""
"AN_0001_000092","München, Bayerische Staatsbibliothek, Clm 3559","188v–191r","","","",""
"AN_0001_000093","München, Bayerische Staatsbibliothek, Clm 3559","191r–192r","","","",""
"AN_0001_000094","München, Bayerische Staatsbibliothek, Clm 3559","192r–194r","","","",""
"AN_0001_000095","München, Bayerische Staatsbibliothek, Clm 3559","194r–196r","","","",""
"AN_0001_000096","München, Bayerische Staatsbibliothek, Clm 3559","196r–198r","","","",""
"AN_0001_000097","München, Bayerische Staatsbibliothek, Clm 3559","198r–200v","","","",""
"AN_0001_000098","München, Bayerische Staatsbibliothek, Clm 3559","200v–201r","","","",""
"AN_0001_000099","München, Bayerische Staatsbibliothek, Clm 3559","201r–203v","","","",""
"AN_0001_000100","München, Bayerische Staatsbibliothek, Clm 3559","204r–210v","204r","Verweis 1: <sig>Raute</sig> vide infra reliq(u)as.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0001_000100</id></teiHeader><text><body><p><w>Verweis 1: </w><symbol type=""Raute""/><w> vide infra reliq(u)as.</w></p></body></text></TEI>","Verweis 1: Raute vide infra reliquas."
"AN_0001_000101","München, Bayerische Staatsbibliothek, Clm 3559","","204r","Verweis 2: vide d(e) p(ro)mi#.s#.sio(n)ib(us) dauid cui #.sint f(a)cte (et) q(uomodo) | i(n)t(elli)gan(tur) i(n) lib(ro) aug(ustini) d(e) ci(vitate) dei .17. 8(o) (et) 9 (o) capitul(is).","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0001_000101</id></teiHeader><text><body><p><w>Verweis 2: vide d(e) p(ro)miſſio(n)ib(us) dauid cui ſint f(a)cte (et) q(uomodo) | i(n)t(elli)gan(tur) i(n) lib(ro) aug(ustini) d(e) ci(vitate) dei .17. 8(o) (et) 9 (o) capitul(is).</w></p></body></text></TEI>","Verweis 2: vide de promiſſionibus dauid cui ſint facte et quomodo intelligantur in libro augustini de civitate dei .17. 8o et 9 o capitulis."
"AN_0001_000102","München, Bayerische Staatsbibliothek, Clm 3559","","204r","Verweis 3: <sig>Raute</sig> vide #.sup(ra) (co)dep(e)nd(e)ns","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0001_000102</id></teiHeader><text><body><p><w>Verweis 3: </w><symbol type=""Raute""/><w> vide ſup(ra) (co)dep(e)nd(e)ns</w></p></body></text></TEI>","Verweis 3: Raute vide ſupra codependens"
"AN_0001_000103","München, Bayerische Staatsbibliothek, Clm 3559","","208v","Verweis: vide i(n) 17(o) lib(ro) d(e) ci(vitate) dei aug(ustini) c(apitulo) .10. <sig>Buchstabe B</sig>.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0001_000103</id></teiHeader><text><body><p><w>vide i(n) 17(o) lib(ro) d(e) ci(vitate) dei aug(ustini) c(apitulo) .10. </w><symbol type=""letter"" desc=""B""><w>B</w></symbol><w>.</w></p></body></text></TEI>","vide in 17o libro de civitate dei augustini capitulo .10. Buchstabe B."
"AN_0001_000104","München, Bayerische Staatsbibliothek, Clm 3559","210v–213r","","","",""
"AN_0001_000105","München, Bayerische Staatsbibliothek, Clm 3559","213r–215v","213v","Verweis 1: <sig>Buchstabe B</sig> . <ul>Scuto c(ir)cundabit te v(iris) e(ius).<ul> | . h(ic) ps(almista) 4(or) tentat(i)onu(m) tangit g(e)n(er)a vt declarat jacob(us) de uo-|ragine #.s(upe)r om(ili)e(m) m(a)th(e)i .4. d(ominice) p(rime) (quadragesime) duct(us) e(st) i(esus) i(n) de#.s(er)tum . | #.s(er)mo(n)e 3(o) a k(arta) .96. <sig>Buchstabe J</sig> dicens q(uod) vna e(st) occulta . q(ue) no(tatur) cu(m) di(citur) | n(on) timeb(is) a timore noct(ur)no . 2(a) leu(is) (et) ap(er)ta jbi . A #.sagitta | volante in die (etc) . 3(a) g(ra)u(is) (et) occulta . cu(m) #.subdi(citur) (et) nego(tio) | p(er)ambulante in tenebr(is). 4(a) g(ra)u(is) (et) ap(er)ta .jbi. ab inc(ur)-|#.su (et) demonio m(er)idiano <finis 2> vide deductio(nem) ibid(em) <finis 2>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0001_000105</id></teiHeader><text><body><p><w>Verweis 1: </w><symbol type=""letter"" desc=""B""><w>B</w></symbol><w> . </w><underline><w>Scuto c(ir)cundabit te v(iris) e(ius).</w><underline><w> | . h(ic) ps(almista) 4(or) tentat(i)onu(m) tangit g(e)n(er)a vt declarat jacob(us) de uo-|ragine ſ(upe)r om(ili)e(m) m(a)th(e)i .4. d(ominice) p(rime) (quadragesime) duct(us) e(st) i(esus) i(n) deſ(er)tum . | ſ(er)mo(n)e 3(o) a k(arta) .96. </w><symbol type=""letter"" desc=""J""><w>J</w></symbol><w> dicens q(uod) vna e(st) occulta . q(ue) no(tatur) cu(m) di(citur) | n(on) timeb(is) a timore noct(ur)no . 2(a) leu(is) (et) ap(er)ta jbi . A ſagitta | volante in die (etc) . 3(a) g(ra)u(is) (et) occulta . cu(m) ſubdi(citur) (et) nego(tio) | p(er)ambulante in tenebr(is). 4(a) g(ra)u(is) (et) ap(er)ta .jbi. ab inc(ur)-|ſu (et) demonio m(er)idiano </w><finis-full/><w> vide deductio(nem) ibid(em) </w></underline><w> | . h(ic) ps(almista) 4(or) tentat(i)onu(m) tangit g(e)n(er)a vt declarat jacob(us) de uo-|ragine ſ(upe)r om(ili)e(m) m(a)th(e)i .4. d(ominice) p(rime) (quadragesime) duct(us) e(st) i(esus) i(n) deſ(er)tum . | ſ(er)mo(n)e 3(o) a k(arta) .96. </w><symbol type=""letter"" desc=""J""><w>J</w></symbol><w> dicens q(uod) vna e(st) occulta . q(ue) no(tatur) cu(m) di(citur) | n(on) timeb(is) a timore noct(ur)no . 2(a) leu(is) (et) ap(er)ta jbi . A ſagitta | volante in die (etc) . 3(a) g(ra)u(is) (et) occulta . cu(m) ſubdi(citur) (et) nego(tio) | p(er)ambulante in tenebr(is). 4(a) g(ra)u(is) (et) ap(er)ta .jbi. ab inc(ur)-|ſu (et) demonio m(er)idiano </w><finis-full/><w> vide deductio(nem) ibid(em) </w></underline><w>Scuto c(ir)cundabit te v(iris) e(ius).</w><underline><w> | . h(ic) ps(almista) 4(or) tentat(i)onu(m) tangit g(e)n(er)a vt declarat jacob(us) de uo-|ragine ſ(upe)r om(ili)e(m) m(a)th(e)i .4. d(ominice) p(rime) (quadragesime) duct(us) e(st) i(esus) i(n) deſ(er)tum . | ſ(er)mo(n)e 3(o) a k(arta) .96. </w><symbol type=""letter"" desc=""J""><w>J</w></symbol><w> dicens q(uod) vna e(st) occulta . q(ue) no(tatur) cu(m) di(citur) | n(on) timeb(is) a timore noct(ur)no . 2(a) leu(is) (et) ap(er)ta jbi . A ſagitta | volante in die (etc) . 3(a) g(ra)u(is) (et) occulta . cu(m) ſubdi(citur) (et) nego(tio) | p(er)ambulante in tenebr(is). 4(a) g(ra)u(is) (et) ap(er)ta .jbi. ab inc(ur)-|ſu (et) demonio m(er)idiano </w><finis-full/><w> vide deductio(nem) ibid(em) </w></underline><w> | . h(ic) ps(almista) 4(or) tentat(i)onu(m) tangit g(e)n(er)a vt declarat jacob(us) de uo-|ragine ſ(upe)r om(ili)e(m) m(a)th(e)i .4. d(ominice) p(rime) (quadragesime) duct(us) e(st) i(esus) i(n) deſ(er)tum . | ſ(er)mo(n)e 3(o) a k(arta) .96. </w><symbol type=""letter"" desc=""J""><w>J</w></symbol><w> dicens q(uod) vna e(st) occulta . q(ue) no(tatur) cu(m) di(citur) | n(on) timeb(is) a timore noct(ur)no . 2(a) leu(is) (et) ap(er)ta jbi . A ſagitta | volante in die (etc) . 3(a) g(ra)u(is) (et) occulta . cu(m) ſubdi(citur) (et) nego(tio) | p(er)ambulante in tenebr(is). 4(a) g(ra)u(is) (et) ap(er)ta .jbi. ab inc(ur)-|ſu (et) demonio m(er)idiano </w><finis-full/><w> vide deductio(nem) ibid(em) </w><finis-full/></p></body></text></TEI>","Verweis 1: Buchstabe B . Scuto circundabit te viris eius. . hic psalmista 4or tentationum tangit genera vt declarat jacobus de uo-ragine ſuper omiliem mathei .4. dominice prime quadragesime ductus est iesus in deſertum . ſermone 3o a karta .96. Buchstabe J dicens quod vna est occulta . que notatur cum dicitur non timebis a timore nocturno . 2a leuis et aperta jbi . A ſagitta volante in die etc . 3a grauis et occulta . cum ſubdicitur et negotio perambulante in tenebris. 4a grauis et aperta .jbi. ab incur-ſu et demonio meridiano vide deductionem ibidem"
"AN_0001_000106","München, Bayerische Staatsbibliothek, Clm 3559","","213v","Verweis 2: . A <add><sig>Dreieck aus Punkten</sig></add> nego(tio) p(er)ambulante in tenebr(is) / ab inc(ur)#.su (et) demonio | m(er)idiano . jbi in heb(re)o h(ab)e(tur) a deber (et) q(ue)rebar .q(ue) #.s(un)t no(m)i(n)a | demo(num) p(rima) p(re)mi#.s#.sa e(st) p(ec)ca(ti)s tentandi . in nocte / 2(o) in m(er)i-|die . vt dicit Rabi <ul>Salamon</ul> in glo(sa) heb(re)ica . vide in ta-|bula theo(logie) vbi dÿa(bolus) a k(arta) 162. <ul><sig>Buchstabe C</sig></ul>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0001_000106</id></teiHeader><text><body><p><w>Verweis 2: . A </w><add><symbol type=""Dreieck aus Punkten""/></add><w> nego(tio) p(er)ambulante in tenebr(is) / ab inc(ur)ſu (et) demonio | m(er)idiano . jbi in heb(re)o h(ab)e(tur) a deber (et) q(ue)rebar .q(ue) ſ(un)t no(m)i(n)a | demo(num) p(rima) p(re)miſſa e(st) p(ec)ca(ti)s tentandi . in nocte / 2(o) in m(er)i-|die . vt dicit Rabi </w><underline><w>Salamon</w></underline><w> in glo(sa) heb(re)ica . vide in ta-|bula theo(logie) vbi dÿa(bolus) a k(arta) 162. </w><underline><symbol type=""letter"" desc=""C""><w>C</w></symbol></underline></p></body></text></TEI>","Verweis 2: . A Dreieck aus Punkten negotio perambulante in tenebris / ab incurſu et demonio meridiano . jbi in hebreo habetur a deber et querebar .que ſunt nomina demonum prima premiſſa est peccatis tentandi . in nocte / 2o in meri-die . vt dicit Rabi Salamon in glosa hebreica . vide in ta-bula theologie vbi dÿabolus a karta 162. Buchstabe C"
"AN_0001_000107","München, Bayerische Staatsbibliothek, Clm 3559","","214v","Verweis 1: . h(oc) n(on) jnt(elligitur) de <ul>chri#.sto</ul> capite: #.s(ed) de q(uestionibus) ju|#.sto vt #.sit #.sen#.s(us) (secundum) <ul>glo(sam)</ul> q(uod) an(gelis) #.suis | admini#.st(ra)torijs #.sp(er)ib(us) <ul>de(us)</ul> mandauit | de te ju#.sto viro q(ui)cun(que) #.sis. vt cu#.stodia(n)t | te in manib(us) #.su(is) (id est) auxilijs #.su(is) #.sub#.stol-|lant te (et) ita cu#.stodiant te ne offendas | pedem (id est) m(en)te(m) vel affectu(m) m(en)t(is) ad lapide(m) | (id est) aliquod offendic<zw>(u)l(um)</zw> p(e)c(ca)ti <alinea/> h(ic) <ul>jordan(is)</ul> | #.s(upe)r m(at)th(e)i 4(e) d(ominice) jnuo(ca)uit doct(us) e#.st <ul>je#.s(us)</ul> #.ser|mone .147. / <sig>Buchstabe J</sig> /","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0001_000107</id></teiHeader><text><body><p><w>Verweis 1: . h(oc) n(on) jnt(elligitur) de </w><underline><w>chriſto</w></underline><w> capite: ſ(ed) de q(uestionibus) ju|ſto vt ſit ſenſ(us) (secundum) </w><underline><w>glo(sam)</w></underline><w> q(uod) an(gelis) ſuis | adminiſt(ra)torijs ſp(er)ib(us) </w><underline><w>de(us)</w></underline><w> mandauit | de te juſto viro q(ui)cun(que) ſis. vt cuſtodia(n)t | te in manib(us) ſu(is) (id est) auxilijs ſu(is) ſubſtol-|lant te (et) ita cuſtodiant te ne offendas | pedem (id est) m(en)te(m) vel affectu(m) m(en)t(is) ad lapide(m) | (id est) aliquod offendic</w><zw><w>(u)l(um)</w></zw><w> p(e)c(ca)ti </w><lb break=""no"" customTag=""alinea""/><w> h(ic) </w><underline><w>jordan(is)</w></underline><w> | ſ(upe)r m(at)th(e)i 4(e) d(ominice) jnuo(ca)uit doct(us) eſt </w><underline><w>jeſ(us)</w></underline><w> ſer|mone .147. / </w><symbol type=""letter"" desc=""J""><w>J</w></symbol><w> /</w></p></body></text></TEI>","Verweis 1: . hoc non jntelligitur de chriſto capite: ſed de questionibus juſto vt ſit ſenſus secundum glosam quod angelis ſuis adminiſtratorijs ſperibus deus mandauit de te juſto viro quicunque ſis. vt cuſtodiant te in manibus ſuis id est auxilijs ſuis ſubſtol-lant te et ita cuſtodiant te ne offendas pedem id est mentem vel affectum mentis ad lapidem id est aliquod offendiculum peccati hic jordanis ſuper matthei 4e dominice jnuocauit doctus eſt jeſus ſermone .147. / Buchstabe J /"
"AN_0001_000108","München, Bayerische Staatsbibliothek, Clm 3559","","214v","Verweis 2: Et jn tabula theologie . | d(c)ct(i)o(n)e <ul>angel(us)</ul> a k(arta) .33. <sig>Buchstabe S</sig>.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0001_000108</id></teiHeader><text><body><p><w>Verweis 2: Et jn tabula theologie . | d(c)ct(i)o(n)e </w><underline><w>angel(us)</w></underline><w> a k(arta) .33. </w><symbol type=""letter"" desc=""S""><w>S</w></symbol><w>.</w></p></body></text></TEI>","Verweis 2: Et jn tabula theologie . dcctione angelus a karta .33. Buchstabe S."
"AN_0001_000109","München, Bayerische Staatsbibliothek, Clm 3559","215v–217v","","","",""
"AN_0001_000110","München, Bayerische Staatsbibliothek, Clm 3559","217v–218v","","","",""
"AN_0001_000111","München, Bayerische Staatsbibliothek, Clm 3559","218v–222v","","","",""
"AN_0001_000112","München, Bayerische Staatsbibliothek, Clm 3559","222v–224r","222v","Verweis: . Expo#.sit(i)o(nem) h(uius) ps(almi) <undel>a joh(ann)e cri#.so#.stomo q(ui) | intitula(tur) joh(anne)s ep(is)c(opus)</undel> i(n) l(e)ct(i)o(n)ib(us) 4(e) d(ominice) po#.st | (octavas) epiph(an)ie lib(ro) ho(rarum) canonicalium arc(us) | mod(us) ru#.s#.so a k(arta) <zw>68</zw> #.s(uper) <del>ome(liam) m(at)th(e)i xi | (et) luce .10. Confiteor t.c. p(ate)r . q(uia) ab#.scondi#.sti<del> | Ep(isto)la(m) pauli ad heb(re)os <finis 1>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0001_000112</id></teiHeader><text><body><p><w>. Expoſit(i)o(nem) h(uius) ps(almi) </w><del undo=""true"" customTag=""undel""><w>a joh(ann)e criſoſtomo q(ui) | intitula(tur) joh(anne)s ep(is)c(opus)</w></del><w> i(n) l(e)ct(i)o(n)ib(us) 4(e) d(ominice) poſt | (octavas) epiph(an)ie lib(ro) ho(rarum) canonicalium arc(us) | mod(us) ruſſo a k(arta) </w><zw><w>68</w></zw><w> ſ(uper) </w><del><w>ome(liam) m(at)th(e)i xi | (et) luce .10. Confiteor t.c. p(ate)r . q(uia) abſcondiſti</w><del><w> | Ep(isto)la(m) pauli ad heb(re)os </w></del><w> | Ep(isto)la(m) pauli ad heb(re)os </w></del><w>ome(liam) m(at)th(e)i xi | (et) luce .10. Confiteor t.c. p(ate)r . q(uia) abſcondiſti</w><del><w> | Ep(isto)la(m) pauli ad heb(re)os </w></del><w> | Ep(isto)la(m) pauli ad heb(re)os </w><finis/></p></body></text></TEI>",". Expoſitionem huius psalmi a johanne criſoſtomo qui intitulatur johannes episcopus in lectionibus 4e dominice poſt octavas epiphanie libro horarum canonicalium arcus modus ruſſo a karta 68 ſuper omeliam matthei xi et luce .10. Confiteor t.c. pater . quia abſcondiſti Epistolam pauli ad hebreos"
"AN_0001_000113","München, Bayerische Staatsbibliothek, Clm 3559","224r–226r","","","",""
"AN_0001_000114","München, Bayerische Staatsbibliothek, Clm 3559","226r–227v","","","",""
"AN_0001_000115","München, Bayerische Staatsbibliothek, Clm 3559","227v–229r","","","",""
"AN_0001_000116","München, Bayerische Staatsbibliothek, Clm 3559","229r–230v","","","",""
"AN_0001_000117","München, Bayerische Staatsbibliothek, Clm 3559","230v–231v","","","",""
"AN_0001_000118","München, Bayerische Staatsbibliothek, Clm 3559","231v–232v","","","",""
"AN_0001_000119","München, Bayerische Staatsbibliothek, Clm 3559","232v–236v","","","",""
"AN_0001_000120","München, Bayerische Staatsbibliothek, Clm 3559","236v–239v","","","",""
"AN_0001_000121","München, Bayerische Staatsbibliothek, Clm 3559","239v–244r","","","",""
"AN_0001_000122","München, Bayerische Staatsbibliothek, Clm 3559","244r–249v","","","",""
"AN_0001_000123","München, Bayerische Staatsbibliothek, Clm 3559","249v–255v","","","",""
"AN_0001_000124","München, Bayerische Staatsbibliothek, Clm 3559","255v–261r","","","",""
"AN_0001_000125","München, Bayerische Staatsbibliothek, Clm 3559","261r–263r","","","",""
"AN_0001_000126","München, Bayerische Staatsbibliothek, Clm 3559","263r–267r","","","",""
"AN_0001_000127","München, Bayerische Staatsbibliothek, Clm 3559","267r–267v","267v","Verweis: q(ua)re dicat (secundum) o(rdinem) melchi#.sedech (et) n(on) (secundum) | o(rdinem) aaron vide in 16(o) li(bro) au(gustini) de ci(vitate) | dei c(apitulo) 22.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0001_000127</id></teiHeader><text><body><p><w>q(ua)re dicat (secundum) o(rdinem) melchiſedech (et) n(on) (secundum) | o(rdinem) aaron vide in 16(o) li(bro) au(gustini) de ci(vitate) | dei c(apitulo) 22.</w></p></body></text></TEI>","quare dicat secundum ordinem melchiſedech et non secundum ordinem aaron vide in 16o libro augustini de civitate dei capitulo 22."
"AN_0001_000128","München, Bayerische Staatsbibliothek, Clm 3559","268r–269r","","","",""
"AN_0001_000129","München, Bayerische Staatsbibliothek, Clm 3559","269r–270v","","","",""
"AN_0001_000130","München, Bayerische Staatsbibliothek, Clm 3559","270v–271v","","","",""
"AN_0001_000131","München, Bayerische Staatsbibliothek, Clm 3559","271v–274v","","","",""
"AN_0001_000132","München, Bayerische Staatsbibliothek, Clm 3559","275r–276r","","","",""
"AN_0001_000133","München, Bayerische Staatsbibliothek, Clm 3559","276r–276v","","","",""
"AN_0001_000134","München, Bayerische Staatsbibliothek, Clm 3559","276v–277r","","","",""
"AN_0001_000135","München, Bayerische Staatsbibliothek, Clm 3559","277r–280v","","","",""
"AN_0001_000136","München, Bayerische Staatsbibliothek, Clm 3559","280v–302v","293r","Verweis: vide alb(er)tu(m) i(n) t(ra)c(tatu) d(e) vi(ri)b(us) a(n)i(m)e exponit illud | de (christ)o q(ui) recte di(citur) fin(is) om(nis) (con)#.su(mp)t(i)o(nis) . q(uonia)m in v-|<k>ni(tate)<gb>nione</gb></k> di(vi)ne (et) hu(ma)ne nature ordo v-|niu(er)#.si(tatis) (con)ple(tur) (etc) ut ibid(em) <finis 1>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0001_000136</id></teiHeader><text><body><p><w>vide alb(er)tu(m) i(n) t(ra)c(tatu) d(e) vi(ri)b(us) a(n)i(m)e exponit illud | de (christ)o q(ui) recte di(citur) fin(is) om(nis) (con)ſu(mp)t(i)o(nis) . q(uonia)m in v-|</w><k><w>ni(tate)</w><gb><w>nione</w></gb></k><w> di(vi)ne (et) hu(ma)ne nature ordo v-|niu(er)ſi(tatis) (con)ple(tur) (etc) ut ibid(em) </w><finis/></p></body></text></TEI>","vide albertum in tractatu de viribus anime exponit illud de christo qui recte dicitur finis omnis conſumptionis . quoniam in v-nitate nione divine et humane nature ordo v-niuerſitatis conpletur etc ut ibidem"
"AN_0001_000137","München, Bayerische Staatsbibliothek, Clm 3559","","294v","Verweis: . <ul>Amb(rosius)</ul q(ui)cunq(ue) p(ro)p(ri)u(m) cor(pus) #.subegerit | nec e(ius) pa(ssionibus) a(n)i(m)a(m) t(ur)bari #.sua(m) . r(e)ctor | #.sui (con)g(ru)a viuaci(tate) p(er)mi#.s(er)it. is b(e)n(e) re-|gia q(ua)da(m) p(otes)tate #.se cohibens di(citur) eo q(ui) | reg(er)e #.se nou(er)it . (et) arbiter #.sui jur(is) #.sit | ne captiu(us) t(ra)ha(tur) in culpa(m) . nec pre-|ceps fera(tur) jn uiciu(m) . vide #.s(upe)r <ul>jo(annis)</ul> .4. | de <ul>regulo jordanen</ul> #.s(er)m(onem) .430. <sig>Buchstabe B</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0001_000137</id></teiHeader><text><body><p><w>. </w><underline><w>Amb(rosius)</w><w>jo(annis)</w></underline><w> .4. | de </w><underline><w>regulo jordanen</w></underline><w> ſ(er)m(onem) .430. </w><symbol type=""letter"" desc=""B""><w>B</w></symbol></p></body></text></TEI>",". Ambrosiusjoannis .4. de regulo jordanen ſermonem .430. Buchstabe B"
"AN_0001_000138","München, Bayerische Staatsbibliothek, Clm 3559","302v–303v","","","",""
"AN_0001_000139","München, Bayerische Staatsbibliothek, Clm 3559","304r–305r","","","",""
"AN_0001_000140","München, Bayerische Staatsbibliothek, Clm 3559","305r–306r","","","",""
"AN_0001_000141","München, Bayerische Staatsbibliothek, Clm 3559","306r–307r","","","",""
"AN_0001_000142","München, Bayerische Staatsbibliothek, Clm 3559","307r–308r","","","",""
